active_rank,player_name,rating,games_played,confidence,last_seen,days_inactive,uncertainty,is_active
1,Bidderlyn,2795.99,59,1.0,2026-01-23,0,1.025,True
2,Jeeda Sensei,2781.03,54,1.0,2026-01-23,0,1.025,True
3,N Prime,2778.17,24,0.8,2026-01-20,3,1.025,True
4,Quali,2768.16,69,1.0,2026-01-23,0,1.025,True
5,luisarlen23,2741.95,25,0.83,2026-01-22,1,1.1,True
6,S31gn3ur Chr3t13n,2740.23,41,1.0,2026-01-23,0,1.05,True
7,camoutbussin,2722.4,29,0.97,2026-01-22,1,1.05,True
,m.melkowski1,2711.29,42,1.0,2026-01-02,21,1.05,False
8,Skoops!,2700.53,36,1.0,2026-01-22,1,1.05,True
9,Blumpo Gripliskin,2677.27,15,0.5,2026-01-23,0,1.025,True
10,doniatka,2671.29,30,1.0,2026-01-19,4,1.1,True
11,Siker_7,2659.7,28,0.93,2026-01-22,1,1.025,True
12,Xrenoid,2651.55,43,1.0,2026-01-23,0,1.05,True
,btroitsk,2642.22,33,1.0,2026-01-10,13,1.025,False
,Zu,2588.69,10,0.33,2025-11-28,56,1.1,False
,austin_midd,2538.93,16,0.53,2025-12-20,34,1.025,False
,Rubens,2533.8,10,0.33,2025-12-09,45,1.025,False
,Mubirobiro [BR],2532.53,14,0.47,2025-12-30,24,1.1,False
,Jhon Whisky,2473.26,5,0.17,2026-01-13,10,1.25,False
13,Reynauld,2354.24,12,0.4,2026-01-23,0,1.1,True
,AGR_Inbound,2301.43,6,0.2,2025-12-03,51,1.05,False
14,TheHunter222,2300.81,20,0.67,2026-01-22,1,1.025,True
,Dan,2299.81,13,0.43,2025-12-03,51,1.025,False
15,ricardo_lbrugnago,2277.22,4,0.13,2026-01-17,6,1.25,True
16,Dreamweaver,2272.99,36,1.0,2026-01-23,0,1.025,True
17,gitm_4,2271.08,14,0.47,2026-01-16,7,1.05,True
,Covert Skeleton,2226.52,11,0.37,2026-01-15,8,1.25,False
18,genevrier_ou,2223.37,23,0.77,2026-01-23,0,1.025,True
,Booorman,2213.44,5,0.17,2025-12-09,45,1.075,False
,Nocek,2178.28,16,0.53,2025-12-10,44,1.1,False
,Vadd,2116.27,4,0.13,2025-12-05,49,1.2,False
19,maximeeepje,2069.21,10,0.33,2026-01-22,1,1.025,True
20,masterv5983,2012.46,36,1.0,2026-01-21,2,1.025,True
21,Conroy Milk,2007.99,16,0.53,2026-01-23,0,1.025,True
,Laska,2007.27,13,0.43,2026-01-14,9,1.05,False
,DIBRAS,1997.51,6,0.2,2025-12-31,23,1.05,False
,Madnukin,1946.43,4,0.13,2025-11-21,63,1.05,False
,Thanos,1930.21,2,0.07,2025-12-28,26,1.025,False
22,blankE,1916.98,35,1.0,2026-01-23,0,1.025,True
,mishaaku,1915.63,4,0.13,2025-11-15,69,1.05,False
,greattwizzler,1907.79,3,0.1,2025-12-03,51,1.025,False
,Proxy,1889.71,1,0.03,2025-11-17,67,1.0,False
23,Skit,1888.44,11,0.37,2026-01-23,0,1.125,True
,Thursday,1887.54,1,0.03,2025-11-10,74,1.0,False
,GeekDoesStuff,1879.5,1,0.03,2025-11-24,60,1.0,False
,Masterspades,1878.0,2,0.07,2025-11-26,58,1.25,False
,grahamthehuman,1868.93,4,0.13,2025-11-27,57,1.05,False
,imnickio2,1860.73,5,0.17,2025-12-12,42,1.25,False
,BekfastStealer,1859.87,1,0.03,2025-11-17,67,1.0,False
,adresmarka,1853.78,1,0.03,2025-12-30,24,1.0,False
